movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
2756.0,Movie 2756,Drama,3.7,150.0,20.0,,Actor D,2020.0
2757.0,Movie 2757,Comedy,5.1,100.0,600.0,Cameron,Actor D,
2758.0,Movie 2758,Romance,8.1,30.0,150.0,Scorsese,Actor E,2021.0
2759.0,Movie 2759,Sci-Fi,8.4,,80.0,Scorsese,Actor A,2016.0
2760.0,Movie 2760,Sci-Fi,9.1,10.0,80.0,Tarantino,Actor C,2020.0
2761.0,Movie 2761,Sci-Fi,4.6,10.0,,Rajamouli,Actor E,2015.0
2762.0,Movie 2762,Romance,5.9,10.0,150.0,Tarantino,Actor A,2020.0
2763.0,Movie 2763,Sci-Fi,6.7,100.0,,Cameron,Actor B,
2764.0,Movie 2764,Action,6.6,30.0,20.0,Cameron,Actor C,2022.0
2765.0,Movie 2765,Fantasy,6.4,,600.0,,Actor E,2022.0
2766.0,Movie 2766,Action,5.2,60.0,20.0,,Actor D,2015.0
2767.0,Movie 2767,Thriller,5.7,100.0,20.0,Nolan,Actor D,2019.0
2768.0,Movie 2768,Thriller,9.2,10.0,150.0,Scorsese,Actor D,2019.0
2769.0,Movie 2769,Romance,4.3,60.0,600.0,Spielberg,Actor A,2016.0
2770.0,Movie 2770,Drama,8.8,,150.0,,Actor C,
,Movie 2771,Action,4.7,150.0,150.0,Spielberg,Actor A,2021.0
2772.0,Movie 2772,Sci-Fi,5.5,100.0,20.0,Tarantino,Actor A,2021.0
2773.0,Movie 2773,Romance,8.2,,80.0,Cameron,Actor A,2020.0
2774.0,Movie 2774,Action,,10.0,20.0,Spielberg,,2018.0
2775.0,Movie 2774,Action,5.3,60.0,,Spielberg,Actor E,2020.0
2776.0,Movie 2776,Drama,6.5,30.0,600.0,Spielberg,,2016.0
2777.0,Movie 2777,Comedy,7.7,30.0,,Rajamouli,Actor A,2020.0
2778.0,Movie 2778,Comedy,5.1,100.0,20.0,Spielberg,Actor C,2020.0
2779.0,Movie 2779,Romance,4.9,,600.0,Rajamouli,Actor C,2020.0
2780.0,Movie 2780,Action,4.4,60.0,,Tarantino,Actor C,2020.0
2781.0,Movie 2781,Action,5.7,100.0,80.0,Scorsese,Actor D,2022.0
2782.0,Movie 2782,Fantasy,4.4,60.0,20.0,Spielberg,,2022.0
2783.0,Movie 2783,Fantasy,8.6,100.0,,Tarantino,Actor A,2018.0
2784.0,Movie 2784,Romance,8.5,150.0,600.0,,Actor A,2022.0
2785.0,Movie 2785,Fantasy,4.1,10.0,20.0,Scorsese,Actor E,
2786.0,Movie 2786,Romance,5.6,,150.0,Cameron,,2019.0
2787.0,Movie 2787,Drama,6.8,100.0,600.0,Rajamouli,Actor E,2022.0
,Movie 2788,Comedy,7.5,60.0,150.0,Scorsese,Actor B,2015.0
2789.0,Movie 2789,Romance,7.2,150.0,600.0,Tarantino,Actor E,2020.0
2790.0,Movie 2790,Romance,7.9,150.0,80.0,Cameron,,2021.0
2791.0,Movie 2791,Thriller,4.7,100.0,600.0,,,2018.0
2792.0,Movie 2792,Sci-Fi,7.7,,150.0,Cameron,Actor D,
2793.0,Movie 2793,Comedy,,30.0,600.0,Scorsese,Actor B,2020.0
2794.0,Movie 2794,Comedy,6.1,60.0,150.0,Tarantino,Actor E,2018.0
2795.0,Movie 2795,Thriller,5.8,10.0,20.0,Cameron,Actor E,2015.0
2796.0,Movie 2796,Action,4.9,150.0,20.0,Scorsese,Actor D,2019.0
2797.0,Movie 2797,Sci-Fi,7.8,150.0,,Nolan,Actor E,2019.0
2798.0,Movie 2798,Drama,8.1,30.0,300.0,Cameron,Actor A,2018.0
2799.0,Movie 2799,Thriller,9.2,10.0,150.0,,Actor E,2020.0
2800.0,Movie 2799,Comedy,8.8,150.0,300.0,Nolan,Actor A,2017.0
2801.0,Movie 2801,Thriller,3.8,30.0,150.0,Spielberg,Actor A,2015.0
2802.0,Movie 2802,Drama,6.7,60.0,600.0,Nolan,Actor A,2016.0
2803.0,Movie 2803,Horror,7.0,60.0,150.0,Rajamouli,Actor B,
2804.0,Movie 2804,Drama,5.8,100.0,300.0,Cameron,Actor C,2016.0
,Movie 2805,Romance,4.9,150.0,,Cameron,Actor E,2016.0
2806.0,Movie 2806,Sci-Fi,7.9,150.0,300.0,Nolan,Actor C,2016.0
2807.0,Movie 2807,Fantasy,4.6,30.0,150.0,Cameron,Actor B,
2808.0,Movie 2808,Sci-Fi,6.0,150.0,150.0,Cameron,Actor B,2020.0
2809.0,Movie 2809,Romance,5.7,100.0,600.0,Nolan,Actor E,2018.0
2810.0,Movie 2810,Horror,6.2,10.0,150.0,Tarantino,Actor A,2021.0
2811.0,Movie 2811,Sci-Fi,4.8,150.0,150.0,Spielberg,Actor C,2016.0
2812.0,Movie 2812,Fantasy,,30.0,20.0,Spielberg,Actor A,2017.0
2813.0,Movie 2813,Horror,8.3,30.0,20.0,Tarantino,,2020.0
2814.0,Movie 2814,Horror,5.8,60.0,600.0,Nolan,Actor E,2021.0
2815.0,Movie 2815,Drama,5.8,60.0,20.0,Spielberg,,2021.0
2816.0,Movie 2816,Thriller,4.7,60.0,600.0,,,2021.0
2817.0,Movie 2817,Fantasy,4.0,,600.0,Scorsese,Actor A,2022.0
2818.0,Movie 2818,Romance,6.8,100.0,80.0,Tarantino,Actor D,2017.0
2819.0,Movie 2819,Comedy,8.6,60.0,600.0,Nolan,Actor B,2016.0
2820.0,Movie 2820,Comedy,6.2,100.0,,Tarantino,Actor B,2018.0
2821.0,Movie 2821,Horror,8.1,100.0,300.0,,Actor A,2018.0
,Movie 2822,Drama,6.7,60.0,300.0,Rajamouli,Actor A,2017.0
2823.0,Movie 2823,Fantasy,3.6,,300.0,Scorsese,,2017.0
2824.0,Movie 2824,Drama,8.7,,150.0,Nolan,Actor D,2017.0
2825.0,Movie 2824,Action,9.0,100.0,,Spielberg,,2017.0
2826.0,Movie 2826,Sci-Fi,6.4,100.0,80.0,Spielberg,Actor D,2015.0
2827.0,Movie 2827,Horror,4.1,30.0,300.0,Nolan,Actor A,2021.0
2828.0,Movie 2828,Thriller,8.4,30.0,300.0,Rajamouli,Actor D,2015.0
2829.0,Movie 2829,Comedy,5.7,10.0,20.0,Rajamouli,Actor E,2015.0
2830.0,Movie 2830,Drama,4.6,100.0,300.0,Scorsese,Actor B,2020.0
2831.0,Movie 2831,Thriller,,100.0,20.0,Cameron,Actor A,2017.0
2832.0,Movie 2832,Sci-Fi,8.6,60.0,,,Actor E,
2833.0,Movie 2833,Romance,4.0,,600.0,Cameron,Actor E,2018.0
2834.0,Movie 2834,Horror,5.7,10.0,300.0,Tarantino,Actor D,2016.0
2835.0,Movie 2835,Fantasy,7.3,150.0,300.0,Nolan,Actor E,2018.0
2836.0,Movie 2836,Comedy,6.9,150.0,600.0,Cameron,Actor D,2019.0
2837.0,Movie 2837,Comedy,4.3,150.0,,Scorsese,Actor A,
2838.0,Movie 2838,Romance,6.4,,,Spielberg,Actor C,2018.0
,Movie 2839,Drama,4.7,150.0,,Spielberg,Actor A,2021.0
2840.0,Movie 2840,Sci-Fi,4.7,,,,Actor B,2021.0
2841.0,Movie 2841,Fantasy,8.3,30.0,150.0,Nolan,,2018.0
2842.0,Movie 2842,Comedy,3.7,100.0,,Spielberg,Actor C,2015.0
2843.0,Movie 2843,Horror,9.3,10.0,150.0,Tarantino,Actor C,2015.0
2844.0,Movie 2844,Horror,7.6,60.0,300.0,Spielberg,Actor C,2017.0
2845.0,Movie 2845,Thriller,8.0,30.0,80.0,Scorsese,Actor C,2021.0
2846.0,Movie 2846,Drama,8.9,60.0,80.0,,Actor A,2018.0
2847.0,Movie 2847,Comedy,6.4,10.0,600.0,Nolan,Actor B,2018.0
2848.0,Movie 2848,Fantasy,8.3,100.0,150.0,Cameron,Actor B,2016.0
2849.0,Movie 2849,Action,6.0,30.0,80.0,,Actor B,2022.0
2850.0,Movie 2849,Fantasy,,30.0,150.0,Cameron,Actor B,2022.0
2851.0,Movie 2851,Romance,5.4,30.0,,,Actor B,2015.0
2852.0,Movie 2852,Thriller,7.5,100.0,,Cameron,Actor B,2018.0
2853.0,Movie 2853,Fantasy,6.8,10.0,150.0,,Actor E,
2854.0,Movie 2854,Drama,5.5,10.0,150.0,Spielberg,Actor D,2022.0
2855.0,Movie 2855,Thriller,3.9,,80.0,Tarantino,Actor D,2019.0
,Movie 2856,Action,4.2,150.0,,Rajamouli,Actor B,2018.0
2857.0,Movie 2857,Romance,5.0,30.0,150.0,,Actor D,2020.0
2858.0,Movie 2858,Romance,5.0,10.0,600.0,Rajamouli,Actor E,
2859.0,Movie 2859,Romance,4.0,60.0,300.0,Cameron,Actor C,2017.0
2860.0,Movie 2860,Drama,8.5,10.0,300.0,Rajamouli,Actor A,2015.0
2861.0,Movie 2861,Romance,3.9,100.0,300.0,Tarantino,Actor E,2017.0
2862.0,Movie 2862,Sci-Fi,6.5,100.0,,Tarantino,Actor D,2015.0
2863.0,Movie 2863,Sci-Fi,3.7,100.0,300.0,Nolan,Actor B,
2864.0,Movie 2864,Drama,6.2,150.0,600.0,Tarantino,Actor A,2017.0
2865.0,Movie 2865,Fantasy,3.7,150.0,80.0,Scorsese,Actor E,2022.0
2866.0,Movie 2866,Romance,7.2,60.0,20.0,Cameron,Actor C,2016.0
2867.0,Movie 2867,Action,5.0,10.0,300.0,,Actor C,2018.0
2868.0,Movie 2868,Sci-Fi,9.4,10.0,20.0,Rajamouli,Actor E,2018.0
2869.0,Movie 2869,Comedy,,10.0,80.0,Tarantino,Actor E,2015.0
2870.0,Movie 2870,Action,3.7,30.0,,Spielberg,Actor C,2020.0
2871.0,Movie 2871,Romance,6.3,60.0,600.0,Rajamouli,Actor B,2021.0
2872.0,Movie 2872,Drama,5.3,150.0,,Cameron,Actor B,2016.0
,Movie 2873,Fantasy,5.9,10.0,600.0,,Actor D,2015.0
2874.0,Movie 2874,Sci-Fi,8.0,,300.0,,Actor A,2015.0
2875.0,Movie 2874,Romance,6.6,,,Scorsese,Actor B,2019.0
2876.0,Movie 2876,Romance,6.4,,600.0,,Actor B,2022.0
2877.0,Movie 2877,Romance,4.4,30.0,80.0,,Actor A,2017.0
2878.0,Movie 2878,Fantasy,8.1,30.0,80.0,Scorsese,Actor E,
2879.0,Movie 2879,Fantasy,3.7,,600.0,Nolan,Actor A,2019.0
2880.0,Movie 2880,Fantasy,6.0,30.0,150.0,Rajamouli,,2021.0
2881.0,Movie 2881,Romance,8.5,10.0,150.0,Tarantino,Actor E,2021.0
2882.0,Movie 2882,Thriller,8.7,60.0,80.0,Nolan,Actor B,2017.0
2883.0,Movie 2883,Action,5.2,10.0,600.0,Scorsese,Actor C,
2884.0,Movie 2884,Horror,9.2,10.0,,Cameron,,2019.0
2885.0,Movie 2885,Action,4.1,10.0,20.0,Scorsese,Actor E,2016.0
2886.0,Movie 2886,Thriller,9.1,10.0,,Nolan,Actor C,2022.0
2887.0,Movie 2887,Fantasy,4.7,30.0,80.0,Spielberg,Actor E,2019.0
2888.0,Movie 2888,Fantasy,,100.0,150.0,Spielberg,Actor A,2017.0
2889.0,Movie 2889,Comedy,6.6,100.0,300.0,Spielberg,Actor A,2022.0
,Movie 2890,Action,8.1,,600.0,Nolan,Actor C,2021.0
2891.0,Movie 2891,Comedy,9.0,150.0,150.0,,Actor C,2019.0
2892.0,Movie 2892,Romance,4.7,10.0,20.0,Scorsese,Actor D,
2893.0,Movie 2893,Horror,4.7,,300.0,Spielberg,Actor C,
2894.0,Movie 2894,Drama,3.7,60.0,300.0,Scorsese,Actor E,2018.0
2895.0,Movie 2895,Sci-Fi,8.6,60.0,600.0,Nolan,Actor C,2016.0
2896.0,Movie 2896,Horror,7.3,,300.0,Nolan,Actor C,2020.0
2897.0,Movie 2897,Thriller,6.2,100.0,80.0,,Actor C,2016.0
2898.0,Movie 2898,Fantasy,7.6,30.0,20.0,Rajamouli,Actor B,2020.0
2899.0,Movie 2899,Sci-Fi,6.9,10.0,300.0,Nolan,Actor B,2017.0
2900.0,Movie 2899,Action,4.4,100.0,300.0,Tarantino,Actor E,
2901.0,Movie 2901,Romance,7.0,150.0,,Nolan,Actor D,2021.0
2902.0,Movie 2902,Action,8.2,30.0,,Tarantino,Actor A,2022.0
2903.0,Movie 2903,Action,7.0,10.0,300.0,,Actor C,2016.0
2904.0,Movie 2904,Comedy,8.8,60.0,80.0,,Actor B,2022.0
2905.0,Movie 2905,Comedy,9.4,150.0,,Tarantino,,2017.0
2906.0,Movie 2906,Action,6.3,,,Rajamouli,,
,Movie 2907,Action,,100.0,600.0,Cameron,Actor E,2019.0
2908.0,Movie 2908,Fantasy,8.6,10.0,20.0,Tarantino,Actor B,
2909.0,Movie 2909,Fantasy,8.3,150.0,20.0,Scorsese,Actor C,2016.0
2910.0,Movie 2910,Action,8.5,30.0,20.0,Tarantino,Actor B,2015.0
2911.0,Movie 2911,Horror,6.8,,20.0,Rajamouli,Actor E,2022.0
2912.0,Movie 2912,Thriller,8.3,,,Tarantino,,2018.0
2913.0,Movie 2913,Fantasy,5.8,30.0,,,Actor D,
2914.0,Movie 2914,Action,4.6,,600.0,Nolan,Actor E,2022.0
2915.0,Movie 2915,Fantasy,8.3,,20.0,Nolan,,2019.0
2916.0,Movie 2916,Sci-Fi,7.8,100.0,600.0,Spielberg,,2020.0
2917.0,Movie 2917,Romance,4.2,100.0,,Nolan,Actor E,2022.0
2918.0,Movie 2918,Action,5.9,30.0,20.0,,Actor D,2021.0
2919.0,Movie 2919,Action,7.5,60.0,150.0,Nolan,,
2920.0,Movie 2920,Comedy,3.6,30.0,150.0,Scorsese,Actor D,2021.0
2921.0,Movie 2921,Sci-Fi,3.6,150.0,,Cameron,Actor A,2022.0
2922.0,Movie 2922,Horror,5.7,60.0,,,Actor A,2018.0
2923.0,Movie 2923,Thriller,8.4,,600.0,Spielberg,,2022.0
,Movie 2924,Horror,6.6,,80.0,Scorsese,Actor C,2020.0
2925.0,Movie 2924,Romance,6.7,30.0,150.0,Rajamouli,Actor E,2018.0
2926.0,Movie 2926,Fantasy,,30.0,20.0,Scorsese,Actor A,2018.0
2927.0,Movie 2927,Comedy,6.4,150.0,600.0,Scorsese,Actor E,2018.0
2928.0,Movie 2928,Drama,5.6,,,Tarantino,Actor B,2020.0
2929.0,Movie 2929,Sci-Fi,4.6,10.0,150.0,Cameron,Actor C,2020.0
2930.0,Movie 2930,Action,4.9,60.0,20.0,,,2016.0
2931.0,Movie 2931,Sci-Fi,7.2,,,Nolan,Actor C,2020.0
2932.0,Movie 2932,Romance,6.3,100.0,,Spielberg,Actor B,
2933.0,Movie 2933,Fantasy,5.8,,80.0,Nolan,Actor C,2017.0
2934.0,Movie 2934,Horror,8.8,10.0,150.0,Rajamouli,Actor B,2017.0
2935.0,Movie 2935,Comedy,9.0,,80.0,Scorsese,,2017.0
2936.0,Movie 2936,Sci-Fi,8.7,150.0,20.0,Tarantino,Actor B,2015.0
2937.0,Movie 2937,Comedy,5.8,100.0,300.0,Cameron,Actor A,2019.0
2938.0,Movie 2938,Fantasy,9.0,,80.0,Spielberg,Actor D,2019.0
2939.0,Movie 2939,Comedy,7.6,10.0,20.0,Spielberg,Actor C,
2940.0,Movie 2940,Romance,7.5,100.0,150.0,Nolan,Actor A,2018.0
,Movie 2941,Drama,4.9,10.0,150.0,Scorsese,Actor A,2017.0
2942.0,Movie 2942,Romance,4.7,150.0,,,Actor E,2017.0
2943.0,Movie 2943,Romance,5.9,,,Rajamouli,Actor A,2017.0
2944.0,Movie 2944,Fantasy,7.1,150.0,150.0,Rajamouli,Actor E,2021.0
2945.0,Movie 2945,Fantasy,,10.0,,Tarantino,Actor E,2020.0
2946.0,Movie 2946,Action,6.2,10.0,600.0,Nolan,Actor E,2022.0
2947.0,Movie 2947,Drama,3.5,10.0,20.0,,,2021.0
2948.0,Movie 2948,Horror,8.8,,300.0,,Actor D,2021.0
2949.0,Movie 2949,Comedy,8.1,10.0,20.0,Scorsese,Actor D,2020.0
2950.0,Movie 2949,Comedy,5.7,100.0,150.0,Spielberg,Actor B,2017.0
2951.0,Movie 2951,Action,7.1,30.0,600.0,Cameron,Actor A,2015.0
2952.0,Movie 2952,Thriller,8.9,60.0,300.0,Spielberg,Actor C,
2953.0,Movie 2953,Thriller,4.5,,150.0,Tarantino,Actor C,2021.0
2954.0,Movie 2954,Horror,6.4,100.0,20.0,,Actor A,2022.0
2955.0,Movie 2955,Comedy,3.6,100.0,80.0,Spielberg,Actor A,2022.0
2956.0,Movie 2956,Thriller,4.6,10.0,600.0,Nolan,Actor A,2016.0
2957.0,Movie 2957,Fantasy,8.7,10.0,300.0,,Actor E,2020.0
,Movie 2958,Action,6.8,,80.0,Rajamouli,Actor D,2017.0
2959.0,Movie 2959,Horror,7.9,,600.0,Rajamouli,Actor E,2017.0
2960.0,Movie 2960,Horror,6.5,,80.0,Nolan,Actor E,2016.0
2961.0,Movie 2961,Fantasy,8.5,30.0,80.0,Cameron,,2018.0
2962.0,Movie 2962,Action,6.2,,600.0,Spielberg,Actor B,2022.0
2963.0,Movie 2963,Comedy,5.0,10.0,80.0,Cameron,,2022.0
2964.0,Movie 2964,Action,,,600.0,Cameron,Actor A,2021.0
2965.0,Movie 2965,Romance,6.8,100.0,20.0,Cameron,Actor C,2022.0
2966.0,Movie 2966,Thriller,8.9,60.0,80.0,Nolan,Actor D,2019.0
2967.0,Movie 2967,Romance,4.7,100.0,,,Actor A,2015.0
2968.0,Movie 2968,Comedy,6.1,60.0,300.0,Scorsese,Actor A,2022.0
2969.0,Movie 2969,Action,8.6,30.0,,,Actor C,2020.0
2970.0,Movie 2970,Thriller,8.9,10.0,80.0,Rajamouli,,2015.0
2971.0,Movie 2971,Thriller,9.2,,20.0,Tarantino,Actor C,2018.0
2972.0,Movie 2972,Action,8.6,30.0,600.0,Tarantino,Actor C,2015.0
2973.0,Movie 2973,Comedy,6.7,150.0,20.0,Nolan,Actor B,2018.0
2974.0,Movie 2974,Thriller,6.5,150.0,300.0,Nolan,Actor D,2019.0
,Movie 2974,Fantasy,9.0,30.0,,Nolan,Actor B,2016.0
2976.0,Movie 2976,Horror,4.8,60.0,,Nolan,,2020.0
2977.0,Movie 2977,Comedy,6.2,,150.0,Rajamouli,Actor A,2019.0
2978.0,Movie 2978,Romance,9.2,10.0,,Nolan,Actor D,2020.0
2979.0,Movie 2979,Sci-Fi,5.8,,20.0,Spielberg,Actor B,
2980.0,Movie 2980,Drama,6.9,30.0,300.0,Scorsese,Actor E,2016.0
2981.0,Movie 2981,Horror,8.9,,20.0,Tarantino,Actor E,2022.0
2982.0,Movie 2982,Sci-Fi,8.3,30.0,150.0,Scorsese,Actor C,2016.0
2983.0,Movie 2983,Romance,,30.0,600.0,Tarantino,Actor E,2019.0
2984.0,Movie 2984,Drama,4.6,30.0,20.0,Spielberg,Actor C,2020.0
2985.0,Movie 2985,Drama,4.6,10.0,600.0,Cameron,Actor E,2017.0
2986.0,Movie 2986,Horror,8.3,100.0,600.0,Nolan,Actor B,2020.0
2987.0,Movie 2987,Romance,3.7,100.0,80.0,Cameron,Actor E,2022.0
2988.0,Movie 2988,Action,8.6,150.0,600.0,Scorsese,Actor C,2019.0
2989.0,Movie 2989,Comedy,8.8,,150.0,Tarantino,Actor D,2020.0
2990.0,Movie 2990,Sci-Fi,7.2,150.0,300.0,Tarantino,Actor B,2022.0
2991.0,Movie 2991,Action,5.5,30.0,,Cameron,,
,Movie 2992,Sci-Fi,8.8,150.0,150.0,,Actor C,
2993.0,Movie 2993,Drama,5.9,,,Scorsese,,2016.0
2994.0,Movie 2994,Drama,6.1,100.0,150.0,Rajamouli,Actor B,2021.0
2995.0,Movie 2995,Romance,8.9,150.0,20.0,Rajamouli,Actor C,2016.0
2996.0,Movie 2996,Romance,3.8,100.0,600.0,Nolan,Actor E,2016.0
2997.0,Movie 2997,Action,5.4,60.0,300.0,Scorsese,Actor B,2022.0
2998.0,Movie 2998,Romance,5.1,100.0,600.0,,Actor B,2019.0
2999.0,Movie 2999,Romance,4.8,30.0,20.0,Spielberg,Actor C,2021.0
3000.0,Movie 2999,Romance,3.9,60.0,300.0,Cameron,Actor D,2021.0
3001.0,Movie 3001,Romance,6.9,100.0,20.0,Tarantino,Actor C,2020.0
3002.0,Movie 3002,Romance,,60.0,600.0,Nolan,Actor D,2016.0
3003.0,Movie 3003,Sci-Fi,5.3,10.0,300.0,Cameron,Actor C,2019.0
3004.0,Movie 3004,Drama,5.6,150.0,,Nolan,Actor B,2015.0
3005.0,Movie 3005,Comedy,5.9,30.0,300.0,Nolan,Actor A,2019.0
3006.0,Movie 3006,Comedy,4.7,30.0,150.0,Tarantino,Actor E,2020.0
3007.0,Movie 3007,Comedy,8.3,10.0,150.0,Scorsese,Actor C,2020.0
3008.0,Movie 3008,Horror,5.6,,,Cameron,Actor C,
,Movie 3009,Sci-Fi,8.4,10.0,,Spielberg,,2020.0
3010.0,Movie 3010,Thriller,8.7,30.0,300.0,Scorsese,Actor A,
3011.0,Movie 3011,Thriller,7.1,60.0,80.0,Scorsese,Actor E,2020.0
3012.0,Movie 3012,Romance,7.4,100.0,,Tarantino,,2019.0
3013.0,Movie 3013,Romance,7.2,10.0,80.0,Rajamouli,Actor D,
3014.0,Movie 3014,Horror,8.5,30.0,300.0,Spielberg,Actor B,2018.0
3015.0,Movie 3015,Fantasy,6.3,30.0,150.0,,,2021.0
3016.0,Movie 3016,Sci-Fi,6.5,,80.0,Nolan,Actor E,
3017.0,Movie 3017,Romance,7.6,10.0,150.0,,Actor A,2016.0
3018.0,Movie 3018,Thriller,8.2,60.0,20.0,Nolan,Actor D,2022.0
3019.0,Movie 3019,Fantasy,8.4,60.0,,Tarantino,Actor E,2016.0
3020.0,Movie 3020,Horror,9.0,60.0,80.0,Scorsese,Actor B,2016.0
3021.0,Movie 3021,Sci-Fi,,10.0,600.0,Rajamouli,Actor A,2019.0
3022.0,Movie 3022,Fantasy,6.6,60.0,20.0,,Actor A,2019.0
3023.0,Movie 3023,Sci-Fi,5.8,10.0,20.0,Tarantino,Actor C,2021.0
3024.0,Movie 3024,Fantasy,3.6,60.0,300.0,Nolan,Actor D,2015.0
3025.0,Movie 3024,Sci-Fi,4.9,,600.0,Scorsese,Actor D,2015.0
,Movie 3026,Horror,8.8,30.0,150.0,Nolan,Actor A,2015.0
3027.0,Movie 3027,Comedy,4.9,,20.0,Nolan,Actor D,2016.0
3028.0,Movie 3028,Horror,7.2,150.0,80.0,Nolan,Actor D,2015.0
3029.0,Movie 3029,Fantasy,5.9,150.0,600.0,Rajamouli,Actor D,2017.0
3030.0,Movie 3030,Action,5.5,,300.0,Nolan,,
3031.0,Movie 3031,Sci-Fi,4.1,60.0,20.0,Scorsese,Actor B,
3032.0,Movie 3032,Thriller,6.6,,150.0,Nolan,Actor C,2020.0
3033.0,Movie 3033,Thriller,4.1,60.0,20.0,,Actor B,
3034.0,Movie 3034,Fantasy,9.1,30.0,150.0,Spielberg,,2021.0
3035.0,Movie 3035,Horror,4.3,30.0,150.0,Nolan,,2020.0
3036.0,Movie 3036,Comedy,6.6,100.0,600.0,Nolan,Actor D,2019.0
3037.0,Movie 3037,Sci-Fi,3.7,10.0,80.0,Rajamouli,Actor A,
3038.0,Movie 3038,Horror,7.6,60.0,600.0,Cameron,Actor C,
3039.0,Movie 3039,Horror,6.6,10.0,20.0,Tarantino,Actor C,2017.0
3040.0,Movie 3040,Fantasy,,30.0,300.0,Scorsese,Actor E,2017.0
3041.0,Movie 3041,Romance,9.1,10.0,,Nolan,Actor B,2015.0
3042.0,Movie 3042,Thriller,9.0,60.0,150.0,Spielberg,Actor A,2016.0
,Movie 3043,Sci-Fi,4.8,100.0,600.0,,Actor C,2019.0
3044.0,Movie 3044,Sci-Fi,6.9,100.0,600.0,Scorsese,Actor B,2022.0
3045.0,Movie 3045,Action,7.7,100.0,80.0,Nolan,Actor D,2016.0
3046.0,Movie 3046,Fantasy,7.4,150.0,20.0,Scorsese,Actor E,2020.0
3047.0,Movie 3047,Horror,6.9,10.0,,,Actor C,2019.0
3048.0,Movie 3048,Sci-Fi,5.4,60.0,600.0,Tarantino,Actor C,2022.0
3049.0,Movie 3049,Drama,3.6,100.0,80.0,Spielberg,Actor D,2019.0
3050.0,Movie 3049,Sci-Fi,5.7,,20.0,Tarantino,Actor A,2021.0
3051.0,Movie 3051,Drama,6.0,100.0,80.0,Tarantino,Actor D,2021.0
3052.0,Movie 3052,Action,4.7,100.0,600.0,Nolan,Actor C,2019.0
3053.0,Movie 3053,Sci-Fi,6.5,100.0,20.0,Nolan,Actor C,2019.0
3054.0,Movie 3054,Horror,6.0,100.0,150.0,Cameron,Actor B,2020.0
3055.0,Movie 3055,Horror,6.0,100.0,150.0,Cameron,,2020.0
3056.0,Movie 3056,Thriller,8.1,30.0,600.0,Tarantino,Actor C,2015.0
3057.0,Movie 3057,Sci-Fi,5.2,30.0,80.0,Rajamouli,Actor E,2018.0
3058.0,Movie 3058,Action,7.7,,300.0,Tarantino,Actor E,2021.0
3059.0,Movie 3059,Sci-Fi,,150.0,300.0,Spielberg,Actor C,2017.0
,Movie 3060,Romance,6.0,150.0,20.0,Nolan,Actor B,2017.0
3061.0,Movie 3061,Fantasy,4.8,150.0,80.0,Rajamouli,Actor D,2016.0
3062.0,Movie 3062,Thriller,7.9,150.0,150.0,Scorsese,,2019.0
3063.0,Movie 3063,Horror,7.9,10.0,600.0,Nolan,Actor D,2017.0
3064.0,Movie 3064,Fantasy,4.6,,,Rajamouli,,2016.0
3065.0,Movie 3065,Fantasy,5.7,100.0,150.0,Cameron,Actor C,2017.0
3066.0,Movie 3066,Romance,4.7,30.0,80.0,Cameron,Actor C,2015.0
3067.0,Movie 3067,Comedy,5.5,10.0,600.0,,Actor B,2020.0
3068.0,Movie 3068,Fantasy,8.1,150.0,20.0,,Actor D,2019.0
3069.0,Movie 3069,Fantasy,6.7,,300.0,Scorsese,,2016.0
3070.0,Movie 3070,Action,4.4,100.0,300.0,,Actor C,
3071.0,Movie 3071,Horror,7.3,60.0,600.0,Scorsese,Actor E,2018.0
3072.0,Movie 3072,Sci-Fi,5.3,,150.0,Scorsese,Actor B,
3073.0,Movie 3073,Fantasy,7.6,150.0,300.0,Tarantino,Actor E,2022.0
3074.0,Movie 3074,Sci-Fi,5.2,30.0,20.0,Cameron,Actor E,2016.0
3075.0,Movie 3074,Action,8.0,150.0,150.0,Scorsese,,2020.0
3076.0,Movie 3076,Action,7.6,150.0,80.0,Scorsese,Actor E,2016.0
,Movie 3077,Romance,5.3,30.0,150.0,,Actor A,2018.0
3078.0,Movie 3078,Drama,,150.0,300.0,Cameron,Actor A,2022.0
3079.0,Movie 3079,Comedy,8.5,10.0,,Scorsese,Actor C,2017.0
3080.0,Movie 3080,Horror,4.2,30.0,150.0,,,2017.0
3081.0,Movie 3081,Thriller,7.4,30.0,20.0,Cameron,Actor E,2021.0
3082.0,Movie 3082,Action,8.0,30.0,,Tarantino,Actor E,2015.0
3083.0,Movie 3083,Sci-Fi,3.6,30.0,150.0,,,2018.0
3084.0,Movie 3084,Drama,7.0,60.0,,Scorsese,,2022.0
3085.0,Movie 3085,Horror,8.7,30.0,,Scorsese,Actor A,2021.0
3086.0,Movie 3086,Sci-Fi,5.6,150.0,150.0,,Actor D,2016.0
3087.0,Movie 3087,Romance,4.1,,20.0,Scorsese,Actor C,2019.0
3088.0,Movie 3088,Fantasy,9.4,150.0,150.0,Cameron,,
3089.0,Movie 3089,Thriller,6.9,100.0,150.0,,Actor D,2018.0
3090.0,Movie 3090,Action,5.9,10.0,600.0,Scorsese,Actor D,2022.0
3091.0,Movie 3091,Drama,8.8,,,Scorsese,Actor D,2022.0
