movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year,profit
2360,Movie 3140,Romance,8.5,60.0,80.0,Scorsese,Actor C,2021,20.0
2361,Movie 3141,Action,4.1,60.0,600.0,Tarantino,Actor B,2021,540.0
2362,Movie 3142,Fantasy,3.6,150.0,600.0,Scorsese,Actor C,2016,450.0
2363,Movie 3143,Drama,8.2,30.0,80.0,Scorsese,Actor B,2016,50.0
2364,Movie 3144,Sci-Fi,3.9,60.0,600.0,Cameron,Actor C,2021,540.0
2365,Movie 3145,Action,8.4,60.0,300.0,Tarantino,Actor C,2022,240.0
2366,Movie 3146,Horror,7.4,60.0,0.0,Unknown,Actor D,2016,-60.0
2367,Movie 3147,Action,3.5,60.0,20.0,Tarantino,Actor D,2021,-40.0
2368,Movie 3148,Fantasy,4.3,60.0,0.0,Spielberg,Actor D,2017,-60.0
2369,Movie 3149,Fantasy,8.8,60.0,20.0,Cameron,Actor E,2015,-40.0
2370,Movie 3149,Horror,6.9,60.0,20.0,Scorsese,Unknown,2018,-40.0
2371,Movie 315,Fantasy,6.4,100.0,600.0,Unknown,Actor A,2021,500.0
2372,Movie 3151,Fantasy,7.0,30.0,0.0,Unknown,Unknown,2015,-30.0
2373,Movie 3152,Comedy,7.8,30.0,150.0,Spielberg,Actor C,2019,120.0
2374,Movie 3153,Fantasy,5.4,60.0,150.0,Tarantino,Actor E,2022,90.0
2375,Movie 3154,Drama,6.47,10.0,0.0,Rajamouli,Actor A,2021,-10.0
2376,Movie 3155,Fantasy,6.0,60.0,80.0,Cameron,Unknown,2022,20.0
2377,Movie 3156,Thriller,7.2,60.0,300.0,Scorsese,Actor B,2022,240.0
2378,Movie 3157,Action,5.6,150.0,600.0,Spielberg,Actor A,2021,450.0
2379,Movie 3158,Horror,6.2,60.0,20.0,Unknown,Actor A,2021,-40.0
2380,Movie 3159,Horror,9.1,100.0,150.0,Unknown,Actor A,2021,50.0
2381,Movie 316,Sci-Fi,6.4,100.0,300.0,Nolan,Actor B,2018,200.0
2382,Movie 3160,Comedy,3.8,150.0,0.0,Spielberg,Unknown,2015,-150.0
2383,Movie 3161,Thriller,5.1,60.0,150.0,Spielberg,Actor A,2018,90.0
2384,Movie 3162,Drama,8.5,10.0,600.0,Cameron,Actor C,2022,590.0
2385,Movie 3163,Fantasy,6.7,100.0,600.0,Cameron,Actor A,2018,500.0
2386,Movie 3164,Action,7.1,60.0,600.0,Scorsese,Actor A,2018,540.0
2387,Movie 3165,Sci-Fi,8.5,60.0,20.0,Tarantino,Actor D,2020,-40.0
2388,Movie 3166,Drama,5.2,60.0,300.0,Unknown,Actor B,2019,240.0
2389,Movie 3167,Romance,8.2,60.0,20.0,Cameron,Actor D,2022,-40.0
2390,Movie 3168,Drama,8.4,60.0,80.0,Rajamouli,Actor D,2018,20.0
2391,Movie 3169,Action,7.1,150.0,0.0,Cameron,Actor D,2019,-150.0
2392,Movie 317,Horror,4.5,60.0,150.0,Cameron,Actor D,2018,90.0
2393,Movie 3170,Horror,3.9,60.0,20.0,Tarantino,Unknown,2016,-40.0
2394,Movie 3171,Horror,8.6,60.0,600.0,Nolan,Actor B,2018,540.0
2395,Movie 3172,Action,8.8,60.0,300.0,Cameron,Unknown,2016,240.0
2396,Movie 3173,Thriller,6.52,60.0,600.0,Unknown,Actor E,2016,540.0
2397,Movie 3174,Comedy,7.5,150.0,300.0,Nolan,Actor D,2019,150.0
2398,Movie 3174,Drama,8.6,60.0,80.0,Cameron,Actor C,2020,20.0
2399,Movie 3176,Horror,6.9,60.0,0.0,Tarantino,Actor B,2018,-60.0
2400,Movie 3177,Action,5.6,10.0,80.0,Nolan,Actor E,2018,70.0
2401,Movie 3178,Thriller,5.2,60.0,300.0,Unknown,Actor B,2021,240.0
2402,Movie 3179,Sci-Fi,9.1,150.0,600.0,Rajamouli,Unknown,2018,450.0
2403,Movie 318,Fantasy,6.7,100.0,0.0,Rajamouli,Actor E,2018,-100.0
2404,Movie 3180,Fantasy,5.8,30.0,20.0,Unknown,Actor C,2018,-10.0
2405,Movie 3181,Romance,9.0,10.0,80.0,Nolan,Actor B,2018,70.0
2406,Movie 3182,Thriller,5.5,60.0,80.0,Spielberg,Actor C,2018,20.0
2407,Movie 3183,Comedy,3.7,100.0,600.0,Cameron,Actor D,2019,500.0
2408,Movie 3184,Fantasy,6.7,10.0,300.0,Rajamouli,Unknown,2015,290.0
2409,Movie 3185,Comedy,6.2,30.0,0.0,Unknown,Actor B,2018,-30.0
2410,Movie 3186,Thriller,5.7,100.0,300.0,Nolan,Unknown,2016,200.0
2411,Movie 3187,Thriller,6.5,60.0,20.0,Unknown,Actor D,2018,-40.0
2412,Movie 3188,Action,4.9,60.0,0.0,Nolan,Actor B,2019,-60.0
2413,Movie 3189,Thriller,6.0,100.0,80.0,Rajamouli,Actor D,2020,-20.0
2414,Movie 319,Comedy,5.3,60.0,20.0,Nolan,Actor B,2019,-40.0
2415,Movie 3190,Sci-Fi,3.9,60.0,0.0,Spielberg,Actor B,2022,-60.0
2416,Movie 3191,Drama,4.0,100.0,600.0,Nolan,Actor C,2018,500.0
2417,Movie 3192,Drama,6.47,30.0,0.0,Scorsese,Actor B,2018,-30.0
2418,Movie 3193,Thriller,9.3,100.0,600.0,Spielberg,Actor B,2022,500.0
2419,Movie 3194,Romance,4.6,60.0,150.0,Nolan,Unknown,2020,90.0
2420,Movie 3195,Comedy,8.1,60.0,80.0,Cameron,Actor E,2019,20.0
2421,Movie 3196,Fantasy,3.6,150.0,300.0,Rajamouli,Actor A,2020,150.0
2422,Movie 3197,Action,8.4,60.0,300.0,Tarantino,Actor B,2021,240.0
2423,Movie 3198,Thriller,4.9,60.0,300.0,Unknown,Actor E,2016,240.0
2424,Movie 3199,Sci-Fi,9.3,100.0,0.0,Cameron,Actor B,2015,-100.0
2425,Movie 3199,Horror,8.7,30.0,600.0,Unknown,Actor B,2018,570.0
2426,Movie 32,Action,8.1,100.0,0.0,Rajamouli,Actor C,2022,-100.0
2427,Movie 320,Comedy,9.1,10.0,300.0,Tarantino,Unknown,2019,290.0
2428,Movie 3201,Drama,6.2,150.0,600.0,Spielberg,Actor C,2016,450.0
2429,Movie 3202,Thriller,7.3,30.0,150.0,Nolan,Actor D,2016,120.0
2430,Movie 3203,Comedy,8.5,100.0,20.0,Scorsese,Actor A,2015,-80.0
2431,Movie 3204,Horror,5.7,100.0,20.0,Rajamouli,Actor A,2020,-80.0
2432,Movie 3205,Sci-Fi,8.7,60.0,0.0,Cameron,Actor E,2018,-60.0
2433,Movie 3206,Sci-Fi,4.1,10.0,0.0,Scorsese,Actor B,2017,-10.0
2434,Movie 3207,Drama,6.6,150.0,0.0,Spielberg,Actor B,2018,-150.0
2435,Movie 3208,Action,9.3,150.0,600.0,Scorsese,Actor B,2017,450.0
2436,Movie 3209,Fantasy,9.3,60.0,150.0,Tarantino,Actor B,2019,90.0
2437,Movie 321,Thriller,6.2,60.0,600.0,Unknown,Unknown,2016,540.0
2438,Movie 3210,Drama,6.4,100.0,20.0,Nolan,Actor E,2018,-80.0
2439,Movie 3211,Action,6.59,30.0,300.0,Rajamouli,Actor D,2020,270.0
2440,Movie 3212,Horror,5.7,30.0,0.0,Unknown,Actor B,2021,-30.0
2441,Movie 3213,Fantasy,7.0,150.0,0.0,Cameron,Actor A,2017,-150.0
2442,Movie 3214,Action,6.3,100.0,80.0,Scorsese,Unknown,2016,-20.0
2443,Movie 3215,Fantasy,8.3,150.0,150.0,Rajamouli,Actor B,2018,0.0
2444,Movie 3216,Fantasy,5.2,30.0,300.0,Tarantino,Actor C,2022,270.0
2445,Movie 3217,Comedy,6.8,30.0,80.0,Unknown,Actor A,2018,50.0
2446,Movie 3218,Comedy,4.4,60.0,0.0,Nolan,Actor E,2018,-60.0
2447,Movie 3219,Sci-Fi,9.2,100.0,150.0,Scorsese,Actor E,2022,50.0
2448,Movie 322,Romance,6.0,100.0,20.0,Cameron,Actor D,2018,-80.0
2449,Movie 3220,Romance,4.9,30.0,20.0,Rajamouli,Actor B,2022,-10.0
2450,Movie 3221,Horror,3.7,60.0,0.0,Nolan,Actor E,2021,-60.0
2451,Movie 3222,Comedy,7.8,100.0,0.0,Rajamouli,Actor C,2019,-100.0
2452,Movie 3223,Romance,4.1,10.0,80.0,Rajamouli,Actor E,2018,70.0
2453,Movie 3224,Action,7.6,60.0,150.0,Rajamouli,Actor C,2018,90.0
2454,Movie 3226,Action,4.4,30.0,80.0,Scorsese,Actor C,2019,50.0
2455,Movie 3227,Drama,8.7,150.0,80.0,Nolan,Actor E,2021,-70.0
2456,Movie 3228,Romance,5.8,150.0,80.0,Unknown,Unknown,2021,-70.0
2457,Movie 3229,Comedy,5.6,60.0,150.0,Nolan,Actor E,2017,90.0
2458,Movie 323,Comedy,6.47,150.0,0.0,Tarantino,Actor E,2016,-150.0
2459,Movie 3230,Comedy,6.47,150.0,0.0,Cameron,Unknown,2022,-150.0
2460,Movie 3231,Drama,5.5,60.0,600.0,Rajamouli,Actor C,2022,540.0
2461,Movie 3232,Thriller,5.1,60.0,0.0,Rajamouli,Unknown,2021,-60.0
2462,Movie 3233,Action,8.2,150.0,150.0,Rajamouli,Actor C,2016,0.0
2463,Movie 3234,Action,9.2,60.0,150.0,Scorsese,Actor D,2020,90.0
2464,Movie 3235,Fantasy,5.0,150.0,20.0,Tarantino,Actor D,2018,-130.0
2465,Movie 3236,Action,7.2,30.0,20.0,Tarantino,Actor E,2018,-10.0
2466,Movie 3237,Fantasy,8.4,150.0,80.0,Cameron,Actor A,2022,-70.0
2467,Movie 3238,Fantasy,5.4,10.0,80.0,Tarantino,Actor E,2017,70.0
2468,Movie 3239,Sci-Fi,8.8,10.0,150.0,Scorsese,Actor B,2018,140.0
2469,Movie 324,Action,7.7,30.0,300.0,Spielberg,Unknown,2018,270.0
2470,Movie 3240,Drama,9.4,60.0,80.0,Rajamouli,Actor A,2015,20.0
2471,Movie 3241,Sci-Fi,4.8,60.0,150.0,Tarantino,Actor A,2017,90.0
2472,Movie 3242,Fantasy,3.6,10.0,150.0,Tarantino,Actor D,2017,140.0
2473,Movie 3243,Drama,6.9,30.0,300.0,Rajamouli,Actor E,2020,270.0
2474,Movie 3244,Comedy,5.5,60.0,300.0,Scorsese,Unknown,2022,240.0
2475,Movie 3245,Action,7.8,100.0,80.0,Tarantino,Unknown,2022,-20.0
2476,Movie 3246,Drama,5.0,60.0,600.0,Rajamouli,Actor C,2017,540.0
2477,Movie 3247,Sci-Fi,8.6,30.0,80.0,Rajamouli,Actor B,2018,50.0
2478,Movie 3248,Drama,7.5,60.0,20.0,Rajamouli,Actor D,2017,-40.0
2479,Movie 3249,Fantasy,4.1,60.0,300.0,Rajamouli,Actor C,2016,240.0
2480,Movie 3249,Drama,6.47,60.0,300.0,Rajamouli,Actor C,2020,240.0
2481,Movie 3251,Fantasy,7.5,60.0,300.0,Rajamouli,Actor A,2019,240.0
2482,Movie 3252,Comedy,5.8,10.0,20.0,Cameron,Actor B,2022,10.0
2483,Movie 3253,Sci-Fi,9.4,30.0,600.0,Scorsese,Actor D,2016,570.0
2484,Movie 3254,Horror,4.0,60.0,20.0,Tarantino,Actor B,2018,-40.0
2485,Movie 3255,Comedy,4.5,30.0,300.0,Scorsese,Unknown,2020,270.0
2486,Movie 3256,Thriller,6.5,30.0,600.0,Rajamouli,Actor C,2018,570.0
2487,Movie 3257,Romance,6.4,150.0,20.0,Tarantino,Actor A,2020,-130.0
2488,Movie 3258,Thriller,4.5,150.0,0.0,Rajamouli,Unknown,2018,-150.0
2489,Movie 3259,Fantasy,8.4,30.0,0.0,Nolan,Actor D,2017,-30.0
2490,Movie 326,Horror,7.0,30.0,80.0,Tarantino,Actor D,2022,50.0
2491,Movie 3260,Sci-Fi,5.6,100.0,600.0,Spielberg,Actor C,2020,500.0
2492,Movie 3261,Thriller,7.5,30.0,20.0,Unknown,Actor E,2015,-10.0
2493,Movie 3262,Action,8.2,30.0,150.0,Spielberg,Actor D,2019,120.0
2494,Movie 3263,Sci-Fi,8.1,60.0,600.0,Unknown,Actor B,2021,540.0
2495,Movie 3264,Romance,4.0,150.0,20.0,Unknown,Actor B,2019,-130.0
2496,Movie 3265,Thriller,9.4,100.0,20.0,Spielberg,Actor E,2021,-80.0
2497,Movie 3266,Horror,7.4,60.0,300.0,Scorsese,Actor E,2022,240.0
2498,Movie 3267,Comedy,7.1,30.0,0.0,Scorsese,Actor D,2022,-30.0
2499,Movie 3268,Fantasy,6.51,100.0,600.0,Nolan,Actor A,2018,500.0
2500,Movie 3269,Horror,5.3,30.0,0.0,Scorsese,Actor D,2018,-30.0
2501,Movie 327,Thriller,3.6,60.0,300.0,Nolan,Actor D,2018,240.0
2502,Movie 3270,Drama,5.2,10.0,300.0,Cameron,Actor C,2018,290.0
2503,Movie 3271,Action,9.0,150.0,0.0,Spielberg,Unknown,2021,-150.0
2504,Movie 3272,Sci-Fi,5.4,30.0,80.0,Nolan,Actor D,2020,50.0
2505,Movie 3273,Fantasy,8.8,10.0,20.0,Unknown,Actor D,2020,10.0
2506,Movie 3274,Sci-Fi,6.1,10.0,300.0,Scorsese,Unknown,2018,290.0
2507,Movie 3274,Drama,6.1,60.0,600.0,Rajamouli,Actor D,2019,540.0
2508,Movie 3276,Action,9.4,60.0,80.0,Unknown,Actor C,2020,20.0
2509,Movie 3277,Romance,8.9,60.0,20.0,Tarantino,Actor B,2021,-40.0
2510,Movie 3278,Thriller,7.7,60.0,20.0,Tarantino,Actor E,2018,-40.0
2511,Movie 3279,Horror,9.2,30.0,150.0,Tarantino,Actor C,2020,120.0
2512,Movie 328,Romance,5.1,150.0,80.0,Spielberg,Actor D,2016,-70.0
2513,Movie 3280,Sci-Fi,4.7,100.0,0.0,Nolan,Actor B,2022,-100.0
2514,Movie 3281,Sci-Fi,7.4,100.0,300.0,Spielberg,Actor B,2021,200.0
2515,Movie 3282,Thriller,6.7,10.0,80.0,Scorsese,Actor A,2018,70.0
2516,Movie 3283,Sci-Fi,7.2,100.0,300.0,Nolan,Actor A,2016,200.0
2517,Movie 3284,Drama,3.7,150.0,80.0,Cameron,Unknown,2017,-70.0
2518,Movie 3285,Fantasy,7.8,150.0,600.0,Scorsese,Actor C,2015,450.0
2519,Movie 3286,Horror,5.2,150.0,600.0,Spielberg,Actor B,2018,450.0
2520,Movie 3287,Drama,6.47,10.0,600.0,Tarantino,Unknown,2022,590.0
2521,Movie 3288,Comedy,4.9,60.0,20.0,Cameron,Actor C,2022,-40.0
2522,Movie 3289,Comedy,6.3,60.0,80.0,Tarantino,Actor D,2020,20.0
2523,Movie 329,Comedy,3.7,100.0,80.0,Tarantino,Actor C,2021,-20.0
2524,Movie 3290,Thriller,7.0,60.0,20.0,Spielberg,Actor C,2020,-40.0
2525,Movie 3291,Comedy,7.7,100.0,600.0,Nolan,Actor E,2018,500.0
2526,Movie 3292,Fantasy,9.2,30.0,600.0,Cameron,Actor A,2015,570.0
2527,Movie 3293,Horror,8.0,60.0,300.0,Spielberg,Actor E,2019,240.0
2528,Movie 3294,Sci-Fi,5.6,100.0,80.0,Scorsese,Actor D,2015,-20.0
2529,Movie 3295,Comedy,5.4,150.0,80.0,Scorsese,Unknown,2020,-70.0
2530,Movie 3296,Sci-Fi,7.1,100.0,0.0,Cameron,Actor D,2019,-100.0
2531,Movie 3297,Drama,6.8,10.0,150.0,Scorsese,Actor B,2015,140.0
2532,Movie 3298,Fantasy,6.1,100.0,0.0,Spielberg,Unknown,2017,-100.0
2533,Movie 3299,Romance,8.0,60.0,80.0,Spielberg,Actor C,2018,20.0
2534,Movie 3299,Sci-Fi,6.8,10.0,150.0,Scorsese,Unknown,2019,140.0
2535,Movie 33,Sci-Fi,7.6,60.0,80.0,Scorsese,Actor E,2016,20.0
2536,Movie 330,Drama,8.4,60.0,20.0,Rajamouli,Actor E,2016,-40.0
2537,Movie 3301,Comedy,8.7,60.0,300.0,Rajamouli,Actor A,2015,240.0
2538,Movie 3302,Thriller,9.0,10.0,0.0,Rajamouli,Actor E,2016,-10.0
2539,Movie 3303,Sci-Fi,9.2,60.0,80.0,Cameron,Actor E,2022,20.0
2540,Movie 3304,Comedy,8.1,10.0,300.0,Cameron,Actor E,2017,290.0
2541,Movie 3305,Thriller,7.5,150.0,600.0,Tarantino,Actor A,2019,450.0
2542,Movie 3306,Thriller,6.52,60.0,300.0,Tarantino,Actor C,2019,240.0
2543,Movie 3307,Sci-Fi,4.3,30.0,150.0,Spielberg,Actor E,2015,120.0
2544,Movie 3308,Horror,6.3,60.0,600.0,Rajamouli,Unknown,2017,540.0
2545,Movie 3309,Action,7.5,60.0,300.0,Scorsese,Actor D,2018,240.0
2546,Movie 331,Thriller,5.5,150.0,20.0,Unknown,Actor C,2018,-130.0
2547,Movie 3310,Drama,8.5,30.0,150.0,Spielberg,Actor D,2021,120.0
2548,Movie 3311,Romance,7.9,60.0,600.0,Scorsese,Actor A,2021,540.0
2549,Movie 3312,Horror,4.8,150.0,150.0,Cameron,Actor D,2018,0.0
2550,Movie 3313,Drama,5.3,100.0,600.0,Rajamouli,Actor D,2018,500.0
2551,Movie 3314,Sci-Fi,9.4,60.0,80.0,Rajamouli,Actor C,2016,20.0
2552,Movie 3315,Thriller,5.5,10.0,600.0,Spielberg,Actor A,2017,590.0
2553,Movie 3316,Comedy,5.8,150.0,80.0,Tarantino,Actor D,2022,-70.0
2554,Movie 3317,Comedy,4.5,150.0,80.0,Scorsese,Actor C,2022,-70.0
2555,Movie 3318,Romance,3.9,60.0,150.0,Cameron,Actor C,2017,90.0
2556,Movie 3319,Romance,7.0,150.0,80.0,Nolan,Actor A,2019,-70.0
2557,Movie 332,Drama,4.8,10.0,150.0,Nolan,Unknown,2020,140.0
2558,Movie 3320,Drama,5.4,60.0,20.0,Scorsese,Actor A,2016,-40.0
2559,Movie 3321,Romance,9.4,60.0,300.0,Scorsese,Actor E,2016,240.0
2560,Movie 3322,Drama,3.7,10.0,80.0,Scorsese,Actor D,2022,70.0
2561,Movie 3323,Action,5.4,100.0,80.0,Cameron,Actor D,2018,-20.0
2562,Movie 3324,Fantasy,6.6,60.0,80.0,Tarantino,Actor C,2015,20.0
2563,Movie 3324,Action,6.59,100.0,80.0,Scorsese,Actor C,2016,-20.0
2564,Movie 3326,Fantasy,8.3,60.0,150.0,Cameron,Actor E,2022,90.0
2565,Movie 3327,Comedy,6.0,60.0,600.0,Nolan,Actor B,2017,540.0
2566,Movie 3328,Horror,5.8,150.0,150.0,Nolan,Actor D,2017,0.0
2567,Movie 3329,Romance,6.5,30.0,0.0,Nolan,Unknown,2019,-30.0
2568,Movie 333,Drama,4.2,100.0,20.0,Cameron,Actor C,2020,-80.0
2569,Movie 3330,Horror,6.1,10.0,150.0,Rajamouli,Unknown,2018,140.0
2570,Movie 3331,Fantasy,5.4,60.0,600.0,Nolan,Actor D,2018,540.0
2571,Movie 3332,Fantasy,7.3,100.0,20.0,Nolan,Actor B,2019,-80.0
2572,Movie 3333,Comedy,7.1,10.0,600.0,Rajamouli,Unknown,2019,590.0
2573,Movie 3334,Action,7.0,10.0,20.0,Scorsese,Actor E,2015,10.0
2574,Movie 3335,Romance,8.0,150.0,20.0,Rajamouli,Actor E,2019,-130.0
2575,Movie 3336,Romance,7.2,30.0,300.0,Unknown,Actor C,2018,270.0
2576,Movie 3337,Drama,8.1,150.0,0.0,Scorsese,Unknown,2015,-150.0
2577,Movie 3338,Action,4.2,60.0,150.0,Tarantino,Actor E,2017,90.0
2578,Movie 3339,Romance,8.1,100.0,80.0,Scorsese,Actor B,2015,-20.0
2579,Movie 334,Drama,9.4,100.0,0.0,Spielberg,Unknown,2015,-100.0
2580,Movie 3340,Action,4.2,100.0,300.0,Nolan,Actor C,2022,200.0
2581,Movie 3341,Comedy,3.8,10.0,20.0,Scorsese,Actor A,2016,10.0
2582,Movie 3342,Thriller,7.4,10.0,600.0,Tarantino,Actor E,2018,590.0
2583,Movie 3343,Thriller,9.0,60.0,600.0,Nolan,Actor E,2018,540.0
2584,Movie 3344,Thriller,6.52,10.0,0.0,Spielberg,Actor C,2022,-10.0
2585,Movie 3345,Drama,6.5,60.0,150.0,Scorsese,Actor C,2022,90.0
2586,Movie 3346,Romance,7.5,30.0,600.0,Unknown,Actor C,2020,570.0
2587,Movie 3347,Drama,3.7,150.0,600.0,Tarantino,Actor B,2015,450.0
2588,Movie 3348,Romance,3.7,100.0,600.0,Unknown,Actor C,2018,500.0
2589,Movie 3349,Horror,6.5,100.0,600.0,Rajamouli,Unknown,2015,500.0
2590,Movie 3349,Sci-Fi,9.1,30.0,300.0,Spielberg,Actor E,2021,270.0
2591,Movie 335,Thriller,5.3,10.0,150.0,Unknown,Unknown,2016,140.0
2592,Movie 3351,Fantasy,5.4,10.0,150.0,Rajamouli,Actor B,2018,140.0
2593,Movie 3352,Romance,7.2,10.0,80.0,Rajamouli,Actor B,2015,70.0
2594,Movie 3353,Horror,4.6,60.0,20.0,Unknown,Unknown,2016,-40.0
2595,Movie 3354,Fantasy,5.6,60.0,0.0,Rajamouli,Unknown,2022,-60.0
2596,Movie 3355,Comedy,8.9,100.0,0.0,Rajamouli,Actor B,2020,-100.0
2597,Movie 3356,Fantasy,6.7,150.0,150.0,Unknown,Actor E,2018,0.0
2598,Movie 3357,Romance,5.2,60.0,600.0,Unknown,Actor B,2017,540.0
2599,Movie 3358,Action,4.9,100.0,80.0,Unknown,Actor C,2021,-20.0
2600,Movie 3359,Romance,5.5,100.0,600.0,Nolan,Actor D,2022,500.0
2601,Movie 336,Horror,9.2,150.0,600.0,Rajamouli,Actor A,2019,450.0
2602,Movie 3360,Romance,4.5,10.0,0.0,Scorsese,Actor E,2021,-10.0
2603,Movie 3361,Romance,5.4,150.0,20.0,Rajamouli,Unknown,2018,-130.0
2604,Movie 3362,Horror,8.1,30.0,20.0,Scorsese,Actor D,2015,-10.0
2605,Movie 3363,Drama,6.47,30.0,600.0,Unknown,Actor D,2018,570.0
2606,Movie 3364,Fantasy,3.7,10.0,0.0,Rajamouli,Actor A,2019,-10.0
2607,Movie 3365,Thriller,4.1,100.0,600.0,Rajamouli,Actor B,2019,500.0
2608,Movie 3366,Horror,6.8,30.0,80.0,Spielberg,Actor E,2018,50.0
2609,Movie 3367,Thriller,8.2,60.0,300.0,Tarantino,Actor B,2017,240.0
2610,Movie 3368,Romance,7.9,100.0,80.0,Rajamouli,Actor B,2018,-20.0
2611,Movie 3369,Thriller,8.2,60.0,150.0,Rajamouli,Actor A,2016,90.0
2612,Movie 337,Romance,5.7,10.0,150.0,Nolan,Actor A,2018,140.0
2613,Movie 3370,Horror,7.3,30.0,300.0,Rajamouli,Actor A,2020,270.0
2614,Movie 3371,Romance,6.4,60.0,150.0,Tarantino,Actor A,2019,90.0
2615,Movie 3372,Thriller,7.2,100.0,20.0,Scorsese,Unknown,2019,-80.0
2616,Movie 3373,Horror,3.9,150.0,20.0,Scorsese,Actor E,2018,-130.0
2617,Movie 3374,Action,8.4,60.0,20.0,Rajamouli,Actor A,2020,-40.0
2618,Movie 3376,Thriller,4.2,150.0,600.0,Cameron,Actor D,2020,450.0
2619,Movie 3377,Fantasy,5.7,150.0,80.0,Scorsese,Actor E,2015,-70.0
2620,Movie 3378,Sci-Fi,6.4,60.0,20.0,Nolan,Actor C,2021,-40.0
2621,Movie 3379,Horror,4.9,30.0,0.0,Unknown,Actor D,2016,-30.0
2622,Movie 338,Horror,4.6,30.0,600.0,Scorsese,Actor E,2021,570.0
2623,Movie 3380,Fantasy,6.1,100.0,600.0,Spielberg,Actor C,2020,500.0
2624,Movie 3381,Fantasy,5.2,60.0,300.0,Unknown,Actor C,2016,240.0
2625,Movie 3382,Action,6.59,150.0,600.0,Rajamouli,Actor E,2022,450.0
2626,Movie 3383,Horror,8.7,60.0,300.0,Tarantino,Unknown,2018,240.0
2627,Movie 3384,Sci-Fi,6.1,150.0,600.0,Nolan,Actor B,2017,450.0
2628,Movie 3385,Romance,8.0,150.0,80.0,Rajamouli,Actor E,2022,-70.0
2629,Movie 3386,Comedy,6.1,60.0,150.0,Spielberg,Actor B,2016,90.0
2630,Movie 3387,Fantasy,9.1,10.0,300.0,Cameron,Actor B,2018,290.0
2631,Movie 3388,Comedy,6.1,100.0,20.0,Scorsese,Actor C,2019,-80.0
2632,Movie 3389,Sci-Fi,8.2,100.0,150.0,Rajamouli,Actor C,2016,50.0
2633,Movie 339,Drama,3.5,10.0,600.0,Cameron,Unknown,2015,590.0
2634,Movie 3390,Romance,5.8,60.0,300.0,Scorsese,Actor A,2018,240.0
2635,Movie 3391,Sci-Fi,6.8,30.0,0.0,Scorsese,Actor D,2022,-30.0
2636,Movie 3392,Thriller,8.0,60.0,0.0,Scorsese,Unknown,2021,-60.0
2637,Movie 3393,Sci-Fi,6.0,60.0,150.0,Tarantino,Actor A,2022,90.0
2638,Movie 3394,Horror,4.8,10.0,150.0,Tarantino,Actor B,2018,140.0
2639,Movie 3395,Romance,9.1,60.0,150.0,Unknown,Actor D,2022,90.0
2640,Movie 3396,Action,5.0,30.0,150.0,Nolan,Actor C,2019,120.0
2641,Movie 3397,Drama,5.6,60.0,80.0,Scorsese,Actor E,2017,20.0
2642,Movie 3398,Horror,4.9,150.0,150.0,Rajamouli,Actor A,2022,0.0
2643,Movie 3399,Fantasy,7.6,150.0,0.0,Spielberg,Actor D,2016,-150.0
2644,Movie 3399,Drama,4.4,60.0,20.0,Tarantino,Actor B,2020,-40.0
2645,Movie 34,Horror,6.9,150.0,300.0,Tarantino,Actor D,2018,150.0
2646,Movie 340,Comedy,4.2,60.0,0.0,Nolan,Actor D,2018,-60.0
2647,Movie 3401,Fantasy,6.51,150.0,300.0,Tarantino,Actor B,2016,150.0
2648,Movie 3402,Thriller,4.1,150.0,20.0,Tarantino,Actor C,2021,-130.0
2649,Movie 3403,Drama,3.6,30.0,80.0,Unknown,Actor D,2016,50.0
2650,Movie 3404,Comedy,5.2,30.0,80.0,Tarantino,Actor D,2022,50.0
2651,Movie 3405,Action,7.7,60.0,300.0,Nolan,Actor C,2015,240.0
2652,Movie 3406,Thriller,9.2,30.0,20.0,Rajamouli,Actor A,2021,-10.0
2653,Movie 3407,Thriller,5.5,60.0,20.0,Cameron,Unknown,2018,-40.0
2654,Movie 3408,Comedy,8.6,100.0,150.0,Rajamouli,Actor D,2015,50.0
2655,Movie 3409,Drama,4.6,60.0,20.0,Nolan,Actor C,2020,-40.0
2656,Movie 341,Comedy,7.5,60.0,0.0,Unknown,Actor C,2018,-60.0
2657,Movie 3410,Sci-Fi,6.0,150.0,80.0,Spielberg,Unknown,2017,-70.0
2658,Movie 3411,Sci-Fi,4.7,10.0,150.0,Tarantino,Actor D,2022,140.0
2659,Movie 3412,Horror,4.5,100.0,600.0,Nolan,Actor D,2016,500.0
2660,Movie 3413,Action,6.9,100.0,80.0,Scorsese,Actor D,2016,-20.0
2661,Movie 3414,Action,4.4,10.0,150.0,Rajamouli,Actor C,2020,140.0
2662,Movie 3415,Thriller,5.4,60.0,600.0,Cameron,Actor A,2018,540.0
2663,Movie 3416,Thriller,5.9,10.0,300.0,Scorsese,Actor A,2020,290.0
2664,Movie 3417,Action,8.1,60.0,80.0,Rajamouli,Actor C,2018,20.0
2665,Movie 3418,Sci-Fi,3.9,100.0,20.0,Rajamouli,Unknown,2020,-80.0
2666,Movie 3419,Action,6.1,60.0,150.0,Unknown,Unknown,2018,90.0
2667,Movie 342,Comedy,6.47,100.0,80.0,Cameron,Actor A,2020,-20.0
2668,Movie 3420,Drama,6.47,60.0,600.0,Scorsese,Unknown,2016,540.0
2669,Movie 3421,Thriller,8.6,30.0,80.0,Rajamouli,Actor E,2016,50.0
